,video_name,question,question_id,answer,video_id,question_type,a0,a1,a2,a3,a4
1366,5408572348,why did the baby in white chew onto the pail after he overturned it,5408572348_CW_5,bored,5408572348,CW,wants to eat,want to take toys,lost her balance,bored,playing
1367,5826071152,why did the baby hold onto the table before he stands up,5826071152_CW_1,use table for support,5826071152,CW,wants drinks from table,play with dog,use table for support,to eat dinner on table,to practice lifting table
1368,13884124143,why did the man on the surf board touch the ground with his hand,13884124143_CW_6,keep balance,13884124143,CW,keep balance,to create bubbles,watching his steps,waves are big,go futher in
1369,3350647572,why is the girl shaking the plush at the end of the video,3350647572_CW_3,playing,3350647572,CW,avoid the goat,excited,dancing,playing,get more colour
1370,5649162069,what does the man with blue controller do after the man in black jacket swings his controller vigorously in the middle,5649162069_TN_7,do the same,5649162069,TN,stand and watch,throw snowball,yawn,do the same,pass a ball
1371,2869614883,what does the girl in blue do after sliding down at the start,2869614883_TN_10,jump up snd down,2869614883,TN,give girl more instructions,hold the child,play piano,walk to lady in blue,jump up snd down
1372,7619429394,why does the lady pull the horse using the red rope when the pony tries to follow the horse,7619429394_CW_3,to control horse from running,7619429394,CW,to make them exercise,support woman,practise,to control horse from running,demonstration
1373,9388233379,why does the man in light blue hold the cymbal as he hits it,9388233379_CW_2,playing the instrument,9388233379,CW,playing the instrument,be expressive,gaming,music performance,let go of girl
1374,5363776323,what does the baby do after shaking the red toy,5363776323_TN_5,drop it,5363776323,TN,raise his head,hit the toy,swing,drop it,turn towards the toy
1375,8784416378,what does the first cyclist do after moving down the slope at the start,8784416378_TN_3,look down,8784416378,TN,fly up,look down,put his hands on the rock,walk behind,go other direction
1376,11772124873,why did the lady walk off the stage,11772124873_CW_1,performance ended,11772124873,CW,take photo at different angle,want to play somewhere else,performance ended,play,occluded by the car
1377,9576113974,why is the kid in yellow dress holding the stick,9576113974_CW_5,play the instrument,9576113974,CW,ceremonial clothes,try to carry bag,help him float,play the instrument,to indicate the turn
1378,6537623889,what does the boy do after hitting the ball the second time,6537623889_TN_6,look in the direction of ball,6537623889,TN,throws it,look in the direction of ball,shake his head,prepares swinging again,laughs
1379,4154619533,how does the speakers make sure their vioce can be listened,4154619533_CH_1,speak into microphone,4154619533,CH,using their fingers,amplify the music to increase volume,move their bodies vigorously,press buttons,speak into microphone
1380,4443349080,why does the boy pick up the ball before kicking the ball in the opposite direction,4443349080_CW_4,put it in a better place,4443349080,CW,prevent dog from snatching ball,practicing,to play catch,to see who is open,put it in a better place
1381,4025836003,why did the lady speaking lift her hands up,4025836003_CW_5,hand gestures,4025836003,CW,interact with the robot,hand gestures,control dogs,very hot,look for directions
1382,8686073700,why did the man shooting pass the gun to the person in red and white striped black shirt after shooting,8686073700_CW_4,pass him gun,8686073700,CW,pass him gun,practise shooting,laughing,pick up the ball,pick up the arrows
1383,11277503743,why did the two children stretch their hands in front of them near the end,11277503743_CW_2,shake hands,11277503743,CW,man moved it,assigned seats,shake hands,hold cue cards to refer to,show his balance
1384,3555283857,what do the two girls do after putting down the microphone in the middle,3555283857_TN_2,stopped singing,3555283857,TN,dances,walk away,pass the torches to another lady,brush her hands across the baby s tummy,stopped singing
1385,9284736689,why does the man running have one of his trouser leg pulled up,9284736689_CW_5,fashion,9284736689,CW,fashion,fake dance,moving with rhythm,prevent wound infection,trying to break free
1386,12015983824,what did the child at the back do after squeezing the clay in her hands,12015983824_TN_7,pass to someone else,12015983824,TN,playing with toys,pass to someone else,holding the ball,push toy car,got up
1387,9988805544,how does the lady in blue control the movement of the car,9988805544_CH_2,steering wheel,9988805544,CH,steering wheel,use legs,moving towards the right cyclist,walking in front,seat belt
1388,3899884605,why did the man in green throw something across the river near the middle,3899884605_CW_7,to play fetch,3899884605,CW,to play fetch,doing stunt,to come up together,touch the water,sliding
1389,4163033472,how does the girl in orange get the toy from the black boot in the middle of the video,4163033472_CH_3,turn over the boot,4163033472,CH,turn over the boot,walk slowly up the stairs,pointing her finger,points towards him,from side to side
1390,8736356323,why did the harpsichord player pointed to the audience before performing with his group again,8736356323_CW_2,part of the performance,8736356323,CW,part of the performance,photo taking,introduce what he does,pose,produce higher vioce
1391,6856075223,why did the black goat run back to the tree in the middle,6856075223_CW_9,look at bottle,6856075223,CW,look at bottle,to catch the toy car,to go and play,eat the grass,finding food
1392,5092364159,how did the game console detect their movements,5092364159_CH_5,stand in front of console,5092364159,CH,raise hands,stand in front of console,zoom in,press the keyboard,wear helmet
1393,2832642923,why is the lady feeding the baby,2832642923_CW_4,baby needs to eat,2832642923,CW,baby needs to eat,playing with him,to make baby sit on her lap,for child to feed goat,baby spits out milk
1394,3264772244,why did the girl move the handles left and right while cycling,3264772244_CW_3,to control direction of bicycle,3264772244,CW,protection and safety,move towards boy,to control direction of bicycle,girl not peddling,perform magic tricks
1395,3441910437,what did the woman on the left do after swimming into the pool,3441910437_TN_6,ducked,3441910437,TN,cleaning the boy with tissue,tread water,look at girl in red cap,ducked,play with her float
1396,7973772218,why is the boy slapping the butt of the girl in orange at the end of the video,7973772218_CW_4,play with her,7973772218,CW,to dance on the floor,listening to music and dancing,girl was talking to him,play with her,trying to move car
1397,5630988927,why was the boy in blue throwing the green ball towards the boy in brown,5630988927_CW_12,play catch,5630988927,CW,collecting balls,play catch,let the boy hit,showing excitement,wants to catch ball
1398,5729533897,why did the girl with sleeveless shirt turned to look at the lady in the middle of the video,5729533897_CW_9,cue woman to talk,5729533897,CW,walk towards dog,feed her chocolate,attracted by toy crocodile,wave at girl in pink,cue woman to talk
1399,6430774273,why does the woman wipe across the baby s face after placing the boy next to him at the beginning,6430774273_CW_2,make baby look presentable,6430774273,CW,put on make up,make baby look presentable,to apply paint on baby face,cover the yawn,to antagonize the baby
1400,5443388088,what does the man in grey hoodie do after tickling his nose at the start,5443388088_TN_2,put hands on lap,5443388088,TN,turn away his head,run away,laugh and shout,put hands on lap,bite sandwhich
1401,6698703081,what does the man with a cap do after looking down at the end,6698703081_TN_6,put hands on hip,6698703081,TN,touch the ball,put hand on head,kiss baby,put hands on hip,tap his head
1402,3972321905,what did the girl do after she turned back,3972321905_TN_6,looks forward,3972321905,TN,tickle her,looks forward,stomp her foot,pick up shoe,play the piano
1403,5228329870,why is the baby sitting on the special chair,5228329870_CW_0,aid him in his movement,5228329870,CW,playing,too short,too young to sit himself,being fed,aid him in his movement
1404,8223287911,why did the lady bend forward to the dining table,8223287911_CW_5,preparing food,8223287911,CW,watch what s she doing,shake her butt against lady sitting,preparing food,ordered by customer,blow candles
1405,2835672361,why do the men wear a white card on their shirts,2835672361_CW_3,indicate their participation,2835672361,CW,wet by the sea,chef,outfit for fencing,part of costume,indicate their participation
1406,3666012638,why is the car raised above the ground,3666012638_CW_0,to get fixed,3666012638,CW,going on a trip,to get fixed,car brand,to help fix the wheel,not in use
1407,6091405815,what did the cat do after the lady threw the rope away,6091405815_TN_4,run to fetch it,6091405815,TN,try to bite,move to table,slowly walk,smile,run to fetch it
1408,6470188301,why did the boy occasionally land up on the bed,6470188301_CW_2,lose balance,6470188301,CW,relax,want to jump on bed,want to do handstand on bed,resting on pillow,lose balance
1409,12952480344,why does the woman tilt the glass while getting the beer initially,12952480344_CW_2,prevent bubbles forming,12952480344,CW,drink water,to touch glass again,open,prevent bubbles forming,see who drank more
